Title,Year,Rated,Released,Runtime,Plot,Poster,Metascore,imdbRating,imdbVotes,imdbID,BoxOffice
A Boy and His Dog,1975,R,14 Nov 1975,91 min,"A post-apocalyptic tale based on a novella by Harlan Ellison. A boy communicates telepathically with his dog as they scavenge for food and sex, and they stumble into an underground society where the old society is preserved. The daughter of one of the leaders of the community seduces and lures him below, where the citizens have become unable to reproduce because of being underground so long. They use him for impregnation purposes, and then plan to be rid of him.",https://m.media-amazon.com/images/M/MV5BN2U4YTE4MDItMDc0My00ZTc5LWI0MzktM2NjMDExNjNhMDI3XkEyXkFqcGc@._V1_SX300.jpg,68,6.4,"19,817",tt0072730,N/A
Dog Day Afternoon,1975,R,25 Dec 1975,125 min,"Based upon a real-life incident which occurred in August 1972 in which a Chase Manhattan Bank branch in Gravesend, Brooklyn, New York, was held siege by Sonny, a Vietnam veteran turned bank robber determined to steal enough money ($2500) for his ""wife"" (Leon, a man; the two, were, according to an onscreen TV news report, married in a church by a priest who was defrocked shortly after, although Leon says to the police that Sal is ""married and has children"") to undergo a sex change operation. (The real life character upon whom Leon is based did, in fact, get the operation.) On a hot summer afternoon, Sonny and two cohort, Stevie and Sal, go to rob the (fictional) First Savings Bank of Brooklyn. Stevie soon gets nervous and flees. Although the bank manager and female tellers agree not to interfere with the robbery, Sonny finds there is not much to steal, as most of the cash has been picked up for the day. Sonny then gets an unexpected phone call from Captain Moretti of the NYPD, who tells him the place is surrounded by the city's entire police force. Having few options under the circumstances, Sonny nervously bargains with Moretti, demanding safe escort to the airport and a plane out of the country in return for the bank employees' safety.",https://m.media-amazon.com/images/M/MV5BY2RjNTg2ODMtZWQ4NC00MDdhLWE4MDgtMWFjMjI4ZTIxMGY4XkEyXkFqcGc@._V1_SX300.jpg,86,8.0,"279,441",tt0072890,"$50,000,000"
That Most Important Thing: Love,1975,R,01 Apr 1977,109 min,"Servais Mont, a photographer, meets Nadine Chevalier who earns her money starring in cheap soft-core movies. Trying to help her, he borrows the money from the loan sharks to finance the theatrical production of 'Richard III' and gives Nadine a part. Nadine is torn apart between Servais, for whom she is falling in love, and her husband Jacques, to whom she has moral obligations.",https://m.media-amazon.com/images/M/MV5BZGRmMTdjMjEtZjM0ZC00ZjNhLTgwMjctNjAzZGQxZDdhYTQxXkEyXkFqcGc@._V1_SX300.jpg,N/A,7.0,"4,800",tt0073155,"$19,120"
Love and Death,1975,PG,18 Jul 1975,85 min,"In Russia, Boris Grushenko is in love with his pseudo-intellectual cousin Sonja, who loves him since he too is a pseudo-intellectual, but she is not in love with him. Instead she is in love with his brother Ivan. But as Ivan doesn't seem to return her affections, she is determined to marry someone - anyone - except Boris. If that person isn't the perfect husband, then she has to find a suitable lover in addition. Boris' pursuit of Sonja has to take a back seat in his life when he, a pacifist and coward, is forced to join the Russian Army to battle Napoleon's forces which have just invaded Austria. Despite Sonja not being in the picture while he's away at war, Boris' thoughts do not stray totally from women. Although they take these two divergent paths in their lives, those paths cross once again as they, together, both try to find the perfect spouse and lover, and try to assassinate Napoleon.",https://m.media-amazon.com/images/M/MV5BNGY4ODgwYjctNGQ1NS00MzgxLWE2ZmQtMjdjN2IzNGUwY2I3XkEyXkFqcGc@._V1_SX300.jpg,89,7.6,"41,762",tt0073312,"$20,123,742"
Paper Tiger,1975,PG,05 Nov 1975,99 min,A somewhat prim and proper Englishman is hired as the tutor to the son of the Japanese ambassador. His life changes when he and the boy are kidnapped by terrorists for political purposes.,https://m.media-amazon.com/images/M/MV5BMjQ3Nzk5OTQtMGY0Yi00M2FiLThlZWItNjI1ZmVjZTc2MWIyXkEyXkFqcGc@._V1_SX300.jpg,N/A,5.8,774,tt0073511,N/A
Deep Red,1975,R,11 Jun 1976,127 min,"A psychic who can read minds picks up the thoughts of a murderer in the audience and soon becomes a victim. An English pianist gets involved in solving the murders, but finds many of his avenues of inquiry cut off by new murders, and he begins to wonder how the murderer can track his movements so closely.",https://m.media-amazon.com/images/M/MV5BZTU2YzAzM2UtY2U5YS00ZDRlLThlYjYtMTQ5MzE3M2FhMWRkXkEyXkFqcGc@._V1_SX300.jpg,89,7.5,"44,534",tt0073582,N/A
"Exit the Dragon, Enter the Tiger",1976,R,01 Jan 1976,84 min,This martial arts movie tries to explain the strange death of the international movie star and kung fu master Bruce Lee. Most of the story centers on a former disciple of Lee who launches a private investigation and ends up avenging the brutal death of his own girlfriend.,https://m.media-amazon.com/images/M/MV5BMTg4YmVhZmUtNDlmMS00OTFiLTg1Y2EtNWUyZDBlM2Y1NjgyXkEyXkFqcGc@._V1_SX300.jpg,N/A,5.1,439,tt0074506,N/A
Rage of the Tiger,1971,N/A,31 Dec 1971,89 min,A village under the thumb of a band of thugs recruits a hero to help fight them off.,https://m.media-amazon.com/images/M/MV5BMTg1MTg0ODI5Ml5BMl5BanBnXkFtZTcwNTMwOTYxMQ@@._V1_SX300.jpg,N/A,5.2,93,tt0074624,N/A
The Little Girl Who Lives Down the Lane,1976,PG,26 Jan 1977,91 min,"In a little seaside town, thirteen year-old Rynn Jacobs is celebrating her birthday alone on a Halloween night alone. She and her father had arrived from England recently and leased the house for three years from Mrs. Cora Hallet. Out of the blue, Mrs. Hallet's pervert son Frank Hallet visits Rynn and sexually harasses her. Then his mother visits the house and asks for Rynn's father. The girl tells her that he traveled to New York. Mrs. Hallet says she needs her jelly glasses that are stored in the cellar and Rynn asks the impolite woman to go. Later ,Mrs. Hallet returns and opens the cellar door despite Rynn. However, the support of the cellar door hits her head and she dies. Rynn tries to get rid of Mrs. Hallet's car to hide the evidence but she has trouble starting the car so aspiring magician, Mario Podesta, helps her. Rynn immediately trusts Mario and discloses her secret to him. What is Rynn's secret?",https://m.media-amazon.com/images/M/MV5BNDM5OGEyYzUtYWEwYi00OTU1LTk0ZjItMzE3ODQzMzQ4MTRiXkEyXkFqcGc@._V1_SX300.jpg,53,7.0,"18,700",tt0074806,N/A
The Love Boat,1977–1987,TV-G,05 May 1977,60 min,"Love is in the air. Well, not only in the air, but also on the sea. Passengers who search for romantic nights aboard a beautiful ship travelling to tropical or mysterious countries, decide to pass their vacation aboard the ""Love Boat"", where Gopher (Fred Grandy), Dr. Bricker (Bernie Kopell), Isaac Ted Lange), Julie (Lauren Tewes), and Captain Stubing (Gavin MacLeod) try their best to please them, and sometimes help them fall in love. Things are not always so easy, but in the end, love wins and everybody leaves the dreamboat satisfied.",https://m.media-amazon.com/images/M/MV5BMTY0NTYwMDg1MV5BMl5BanBnXkFtZTcwMjAyMjE2MQ@@._V1_SX300.jpg,N/A,6.3,"14,302",tt0075529,
The Goodbye Girl,1977,PG,30 Nov 1977,111 min,A divorced woman and her daughter come home to find that her boyfriend has left for an out of town job with no warning. This has happened before. The second surprise comes in the form of another actor who has sublet the apartment from her boyfriend (who did not mention the pair of females who would be in residence). After some negotiation the two decide to share the apartment even though she has vowed to stay away from actors.,https://m.media-amazon.com/images/M/MV5BN2RkNDJmNDYtZWRlYi00YWI5LTlkZTAtZDllZWE3YzhlNzliXkEyXkFqcGc@._V1_SX300.jpg,64,7.4,"16,476",tt0076095,"$102,000,000"
House,1977,Not Rated,01 Sep 1977,88 min,"Oshare (Gorgeous) is excited about spending summer vacation with her father, until she finds out that his beautiful, freakishly serene girlfriend Ryouko would be going as well. Oshare decides she will be going to her aunt's house in the country instead. She brings with her her friends from school - Fanta (who likes to take pictures, and daydreams a lot), KunFuu (who has very good reflexes), Gari/Prof (who is a major nerd), Sweet (who likes to clean), Mac (who eats a lot), and Melody (a musician). However, the girls are unaware that the house is actually haunted. When they arrive at the house, crazy events take place and the girls disappear one by one while slowly discovering the secret behind all the madness.",https://m.media-amazon.com/images/M/MV5BZGEyMjgwOWUtYWU2NC00MTYyLTg5NDktMzFhNzI0OTFkNWMxXkEyXkFqcGc@._V1_SX300.jpg,75,7.3,"35,939",tt0076162,"$209,765"
Jade Tiger,1977,N/A,07 May 1977,100 min,"Zhao Wuji embarks on an very tragic adventure with full of intrigues to avenge his father, who is beheaded by a traitor working for Tang, on the eve of son's marriage.",https://m.media-amazon.com/images/M/MV5BMzViOGEwMDQtNDI5MS00ZWJkLWI1NTctNTI4NGU5YmYzMjllXkEyXkFqcGc@._V1_SX300.jpg,N/A,6.9,246,tt0076519,N/A
Sinbad and the Eye of the Tiger,1977,G,12 Aug 1977,113 min,"Sinbad must deliver a prince transformed into a monkey to the lands of the Ademaspai to restore him to his human form in time for his coronation. On the way he must contend with the evil witch Zenobia, her son and their magic, and several nasty-looking Ray Harryhausen beasties.",https://m.media-amazon.com/images/M/MV5BOTI2MzU4NjM4NV5BMl5BanBnXkFtZTgwNTkwNzYzNTE@._V1_SX300.jpg,N/A,6.4,"8,886",tt0076716,N/A
The Tiger Is Still Alive: Sandokan to the Rescue,1977,N/A,22 Dec 1977,130 min,"Mompracem villagers are scared and left hungry by the ferocious Sultan Abdullah , a sovereign cowardly and cruel , serving the British. Jamilah , a young woman, returns to Mompracem to call the old 'tigers"" to battle, but is hunted by the sultan's guards and is about to be killed , but she was saved by the Greek adventurer Teotokris . The latter decides to help her , making a long journey to India in search of Sandokan , sheltering there to convince him to resume his fight against the British .",https://m.media-amazon.com/images/M/MV5BMjdlMWJmMjEtZjA3ZC00YmQ4LWE3MjAtYmNkOGFmMzUyNzk1XkEyXkFqcGdeQXVyMTQ3Njg3MQ@@._V1_SX300.jpg,N/A,6.4,317,tt0076823,N/A
Fighting Dragon Vs. The Deadly Tiger,1974,R,N/A,91 min,A young Chinese man is walking along a deserted stretch of road when suddenly three hoodlums appear and tell him it is the day of his death.,https://m.media-amazon.com/images/M/MV5BZjI2MGMwZjItNzRkNi00YzNmLTkzYTctZmI0ODVlZjY3ODg4XkEyXkFqcGdeQXVyNjU1MjgyNDk@._V1_SX300.jpg,N/A,5.9,55,tt0077290,N/A
The Dark Secret of Harvest Home,1978,N/A,23 Jan 1978,300 min,"Unhappy advertising company employee Nicholas Constantine, his wife Beth, and their daughter Kate move to the quiet New England village of Cornwall Combe, and soon become deeply involved in the town's mysterious rituals.",https://m.media-amazon.com/images/M/MV5BYTQ3MWI5MWItYTg0Yy00NjNiLThlYjktMzhjMjE5MmNjYmZjXkEyXkFqcGc@._V1_SX300.jpg,N/A,7.1,"1,432",tt0077399,
Challenge of the Tiger,1980,N/A,N/A,88 min,"Two CIA agents - a kung fu master and a suave womanizer - track the stolen formula for a super-sterility drug from Spain to Hong Kong, battling Neo-Nazi terrorists and a Vietnamese spy ring for its possession.",https://m.media-amazon.com/images/M/MV5BNWRkOGE4NWQtNDE1Ny00NTM1LWJkNDktNmExOWUwMGQzNzVjXkEyXkFqcGc@._V1_SX300.jpg,N/A,5.2,488,tt0077645,N/A
"Dirty Tiger, Crazy Frog",1978,N/A,21 Jul 1978,97 min,"Multi-Hand Chick asks Crazy Frog for protection after stealing someone's wallet at the casino. Foolishly he accepts, and even more foolishly he follows her home and removes his Invincible Armor when she pretends to be willing to sleep with him. Of course she steals it, and when he tries to follow her, he's stopped by Dirty Tiger who is on a mission to bring Crazy Frog back to his wife. However, Dirty Tiger would really like to have that armor himself...",https://m.media-amazon.com/images/M/MV5BNmNhMmJiMGUtZmQ2My00OTAyLWExNWMtZjNiNDBkZDhlMjU5XkEyXkFqcGc@._V1_SX300.jpg,N/A,6.2,260,tt0077831,N/A
National Lampoon's Animal House,1978,R,28 Jul 1978,109 min,"Faber College has one frat house so disreputable it will take anyone. It has a second one full of white, anglo-saxon, rich young men who are so sanctimonious no one can stand them except Dean Wormer. The dean enlists the help of the second frat to get the boys of Delta House off campus. The dean's plan comes into play just before the homecoming parade to end all parades for all time.",https://m.media-amazon.com/images/M/MV5BZjk2ODY5N2UtMzczOC00M2M1LWEzZDQtZTc2YTgzMGNhOWZiXkEyXkFqcGc@._V1_SX300.jpg,79,7.4,"132,055",tt0077975,"$141,600,000"
The Tiger,1978,N/A,29 Jun 1978,103 min,Sorga 'Tigar' is a retired boxing champion who has no money and his wife has left him for a wealthier guy. He is trying to cope with his pathetic life. Then he meets the juvenile thief named Cok. Sorga will try to bring this kid on the right track acting as his father figure. But in the process he will end up being changed himself.,https://m.media-amazon.com/images/M/MV5BOGVlZDUwNjEtODg1NS00YjE2LWI5MmYtOWMwYzNmMTFkY2NjXkEyXkFqcGdeQXVyMjQ1NTU3Nzg@._V1_SX300.jpg,N/A,7.0,159,tt0078397,N/A
Love on the Run,1979,PG,06 Apr 1979,94 min,"Antoine Doinel is now more than thirty. He divorces from Christine. He is a proofreader, and is in love with Sabine, a record seller. Colette, his teenager love, is now a lawyer. She buys Antoine's first published autobiographical novel. They meet again in a station...",https://m.media-amazon.com/images/M/MV5BOWVhZWJiMDUtYTMzOS00MTRmLThmNmEtYzEzODYzNTVkM2M2XkEyXkFqcGc@._V1_SX300.jpg,N/A,7.0,"7,657",tt0078771,$509
